Genes,DNP_mean,DP_mean,DNP_vs_DP,ttest_statistics,ttest_pvalues,ttest_fdr,ranksums_statistics,ranksums_pvalues,ranksums_fdr,DNP_percentage,DP_percentage
IGHG2,21.177384981999428,21.262405374904258,0.9960013746607814,-0.5730966007813655,0.5669433056694331,0.7052179397444871,-0.2867044485530883,0.7743386310773925,0.879930262587946,1.0,1.0
IGHG3,20.446160695511374,20.637217140579214,0.9907421410664831,-1.3568358721811125,0.17718228177182282,0.3066616415281549,-1.3652592788242301,0.17217157282086326,0.3050283770448365,1.0,1.0
IGHG4,21.766948077353046,21.570848766155937,1.0090909408954174,0.7563223236792552,0.45535446455354467,0.6058511795879236,0.3822725980707844,0.7022591776345024,0.8316227103566476,1.0,1.0
IGHM,20.624018760990328,20.89923437562653,0.9868313063679898,-1.6955498590958131,0.09219078092190781,0.18687320457143475,-1.8157948408362259,0.0694018490014779,0.1546080794587379,1.0,1.0
IGHV1-18,17.82091937151556,18.515414930433767,0.9624909535364145,-3.131891155902855,0.0024997500249975004,0.020087276986587056,-2.8260867071661564,0.004712050718077176,0.024095713899258284,1.0,1.0
IGHV1-2,18.703247685460454,19.07376761161508,0.9805743713722823,-1.224407001094402,0.22657734226577342,0.35901339443520436,-1.6566501730656256,0.09759022226308757,0.19605178579638127,0.8448275862068966,0.6666666666666666
IGHV1-24,17.057724166549196,17.198905385923783,0.9917912671645874,-0.5609310116534442,0.5704429557044296,0.7052179397444871,-1.0798374531056634,0.2802145698005265,0.44290053131200047,0.9827586206896551,0.8666666666666667
IGHV1-3,18.86050248397145,19.45762806654693,0.9693114915891468,-3.571429347813319,0.0006999300069993001,0.01211417319806481,-2.9880881835297077,0.002807285425635019,0.017071330291023763,0.9827586206896551,1.0
IGHV1-46,17.659288825527923,18.126543192373774,0.9742226434523691,-2.7401427607598543,0.009099090090990901,0.037912875379128755,-2.774923136358629,0.005521475564238204,0.026157528852413854,0.9655172413793104,1.0
IGHV1-69,17.403835762227356,18.77689371987385,0.9268751275833648,-4.174790656874501,9.999000099990002e-05,0.0044995500449955,-3.7164913147090353,0.00020200858196887808,0.006402021767081516,0.8448275862068966,1.0
IGHV1-69D,17.439190369164717,18.088962367638434,0.9640790894874006,-2.1877983238842402,0.030096990300969902,0.08794575087945751,-2.03362958695521,0.04198895640376057,0.10554993980778195,0.896551724137931,0.6
IGHV1-8,18.271364231900144,18.299596297203482,0.9984572301571673,-0.13665805613776963,0.8923107689231077,0.9501054611519981,-0.07225916412701,0.9423956620112989,0.9670666764097153,0.9827586206896551,0.9333333333333333
IGHV2-5,17.372271880909675,17.456125790936213,0.9951963046651464,-0.2821947034581152,0.7762223777622238,0.8646041336460414,-0.12166156538396723,0.903167053437046,0.9495915281464268,0.9482758620689655,1.0
IGHV2-70D,18.42995104482209,20.418911880278355,0.9025922219989937,-2.9084249932792794,0.0047995200479952005,0.02768953873843385,-3.2134574339020223,0.0013114723571271475,0.01365285755323438,0.8103448275862069,1.0
IGHV3-15,19.964036784020006,20.09514208149261,0.9934757715600652,-0.6164684912727022,0.5232476752324767,0.6727470110131843,-0.9966392735416879,0.3189396356238948,0.4752411789097771,1.0,1.0
IGHV3-38,19.33083762638057,19.92327221689636,0.9702641923441992,-2.3211610283341,0.0244975502449755,0.07655484451554843,-2.66917389944069,0.007603807024096279,0.032901088085031976,0.9827586206896551,1.0
IGHV3-49,18.827958823959385,19.236373265689405,0.9787686360578955,-2.192611697133871,0.031296870312968704,0.09027943359510203,-2.1298044749657987,0.03318775909216212,0.08682843948530787,1.0,1.0
IGHV3-64,18.188071385605358,18.575111972479124,0.9791634856658089,-2.077804551210267,0.04179582041795821,0.10334131422022634,-2.2114869665396184,0.027002133439825965,0.07232714314239097,0.9655172413793104,1.0
IGHV3-64D,19.970804108777926,20.770693018822616,0.9614895415709133,-3.30049567252478,0.0016998300169983002,0.016628771905418154,-3.358537825907606,0.0007835599655458351,0.011018812015488306,1.0,1.0
IGHV3-7,20.367462923859353,21.019557093530867,0.9689767882943543,-3.1221696878729466,0.0033996600339966003,0.022497750224977502,-3.058180784566275,0.002226851886912881,0.015657552329856196,1.0,1.0
IGHV3-74,19.21636219315329,19.645011462666286,0.9781802484397829,-2.9643351688762656,0.0051994800519948,0.027854357421400713,-2.9216548566838525,0.0034817714061706,0.01910728210703378,1.0,1.0
IGHV4-28,19.23811034894718,19.923983940282195,0.965575479613376,-1.4373675705697277,0.16318368163183683,0.28913124312568744,-1.2365754989724786,0.21624472060293187,0.36582753485458397,0.7068965517241379,0.9333333333333333
IGHV5-10-1,18.160480749521707,19.539404034073833,0.9294285904448525,-3.065763970773741,0.0045995400459954,0.02768953873843385,-3.0592172313599906,0.002219161717538091,0.015657552329856196,0.7931034482758621,0.6666666666666666
IGHV5-51,19.362956146778103,20.32102181869693,0.9528534696499694,-3.9507972570381087,0.00019998000199980003,0.006427928635707858,-3.713505238401906,0.00020440823183760461,0.006402021767081516,1.0,1.0
IGHV6-1,18.502554047000633,18.65772013127472,0.9916835453001575,-0.5505559126782836,0.5854414558544145,0.715893084604583,-1.0763088099464095,0.2817891698701317,0.44290053131200047,0.8793103448275862,0.8666666666666667
IGKC,21.2086084337399,21.528979599243055,0.9851190733854187,-3.176683535453608,0.0031996800319968005,0.022497750224977502,-2.962612635048579,0.0030504018257689627,0.017598472071744014,1.0,1.0
IGKV1-16,17.648462332230118,17.80231925020361,0.9913574789997246,-0.6880520767565234,0.49725027497250274,0.646712785368862,-0.3003570413413306,0.7639048277785876,0.879930262587946,1.0,1.0
IGKV1-17,17.271458554876514,17.794236716854403,0.9706209279837936,-2.160575284987025,0.034096590340965904,0.09410644301423515,-1.8294474336244682,0.06733260727027046,0.1530286528869783,1.0,1.0
IGKV1-5,18.943640918776573,19.70429306880591,0.961396628269119,-2.935458530526396,0.0047995200479952005,0.02768953873843385,-3.0718333773545177,0.002127484459666346,0.015657552329856196,1.0,1.0
IGKV1-8,17.56425122367292,18.13607004716328,0.9684706321709536,-1.8315808420275999,0.06569343065693431,0.14930325149303253,-0.8956395278459879,0.37044531726885266,0.5308929706082283,0.9655172413793104,0.9333333333333333
IGKV1D-16,17.350872336404947,18.27475818490052,0.9494447018588223,-3.099139749025876,0.0036996300369963003,0.023783335952119074,-3.0699751667183053,0.0021407657010369995,0.015657552329856196,0.8103448275862069,0.9333333333333333
IGKV3-20,20.86604970224627,21.273445209234822,0.9808495754692473,-2.950918371056732,0.004199580041995801,0.026247375262473754,-3.222011898025183,0.0012729384898922226,0.01365285755323438,1.0,1.0
