Genes,1st DBT,Healthy control,pre DBT,kruskal_fdr,1st DBT_percentage,healthy_control_vs_pre_DBT_group,1st_DBT_vs_pre_DBT_group,label,HPA specific annotation
NNMT,-0.3856135315637344,0.18960522955157322,0.13848642590063162,0.36457280557356103,0.9,0.0511188036509416,-0.524099957464366,HML,
NUP98,0.33694923248652464,0.04922995793948736,-0.3724782725904426,0.4276732097877839,1.0,0.42170823052992995,0.7094275050769672,HLH,
ORM1,0.3701062442114771,-0.1342043630904467,-0.19005546227540987,0.13262349241210267,1.0,0.05585109918496317,0.5601617064868869,HLH,Liver
ORM2,0.17227930013521583,0.10196971306867632,-0.2678572325614844,0.35016892991584064,1.0,0.3698269456301607,0.4401365326967003,HLH,Liver
PCYOX1,-0.5015029487732716,0.7367804850209856,-0.37064434608235053,0.00045458478649637964,0.95,1.1074248311033361,-0.1308586026909211,HML,
PGLYRP2,-0.3717675204314557,0.3945790926001189,-0.09247944608062815,0.03544508105877765,1.0,0.48705853868074706,-0.2792880743508276,HML,Liver
PI16,-0.2615067839515386,-0.05860645543933963,0.2660077389872886,0.5590551253228754,0.85,-0.3246141944266282,-0.5275145229388272,LHL,
PLG,0.12496500393025309,-0.17283673154844434,0.07494461266165965,0.5892324762545752,1.0,-0.247781344210104,0.05002039126859344,LMH,Liver
PLTP,-0.013533754471662083,0.17509519780253488,-0.17870952990125596,0.6594963951615257,1.0,0.35380472770379084,0.16517577542959389,HLH,
PON1,-0.4726276684062234,0.4396737906743779,-0.04998261854819323,0.022377759709309896,1.0,0.48965640922257114,-0.42264504985803014,HML,Liver
PRDX2,-0.6764345202727521,0.9817937465855557,-0.41148026209147887,1.4259986086716227e-05,1.0,1.3932740086770345,-0.2649542581812732,HML,
PRG4,-0.013750248580809265,0.08583406970763503,-0.08113694097121428,0.9418134558352382,1.0,0.1669710106788493,0.06738669239040501,HLH,
PRKDC,0.052812477325563364,-0.013873613558563768,-0.037965005504215464,0.961518446502453,0.9,0.024091391945651696,0.09077748282977882,HLH,
PROC,-0.04367151677803023,0.1265730216043827,-0.09837828104294588,0.8521486440316992,1.0,0.22495130264732857,0.05470676426491565,HLH,Liver
PROS1,0.15873385850958283,-0.45064432341899074,0.34730848144830556,0.013692306611639594,1.0,-0.7979528048672964,-0.18857462293872274,LHL,
QSOX1,0.13271582091645925,-0.24556523019807094,0.14723859574656262,0.44223486025314207,1.0,-0.3928038259446336,-0.014522774830103363,LHL,
RBP4,-0.5125601829766081,0.4946026048032923,-0.07360267526121436,0.006356573881753652,1.0,0.5682052800645067,-0.43895750771539377,HML,Liver
SAA1,0.4656708967186316,-0.5465400193017529,0.02496678157423852,0.014637451808047753,1.0,-0.5715068008759914,0.44070411514439306,LMH,
SAA4,0.6817217687686569,-0.8283668848152769,0.28392590273605445,3.069047625919523e-05,1.0,-1.1122927875513313,0.3977958660326024,LMH,Liver
SELENOP,-0.28581168975094273,0.34013448718851613,-0.11122699534115191,0.205814823570191,1.0,0.451361482529668,-0.17458469440979082,HML,
SELL,-0.25261065950979533,0.713197561774659,-0.9190710491199789,8.408190374381818e-05,0.7,1.6322686108946378,0.6664603896101836,HLH,
SERPINA1,0.49060573702981386,-0.5620214432701256,0.16710908626756726,0.003248362737776796,1.0,-0.7291305295376929,0.3234966507622466,LMH,Liver
SERPINA10,-0.043608563243128666,0.31087431635099977,-0.29949146943462246,0.1514491296647879,1.0,0.6103657857856222,0.2558829061914938,HLH,Liver
SERPINA3,0.5274623517600042,-0.3538444141088178,-0.09349914075400861,0.10280392000422531,1.0,-0.26034527335480917,0.6209614925140128,LMH,Liver
SERPINA4,-0.4988433265612821,0.5624642520494259,-0.16010343263457527,0.0020698810419778604,1.0,0.7225676846840011,-0.33873989392670684,HML,
SERPINA5,-0.46694741755542035,0.47694233168869987,-0.09580307315548575,0.02052819767733796,1.0,0.5727454048441856,-0.3711443443999346,HML,
SERPINA6,-0.15133237967545393,0.23558527294847942,-0.11942722532976915,0.38450184641643703,1.0,0.35501249827824854,-0.03190515434568478,HML,Liver
SERPINA7,-0.18648508336080682,0.08208885952678892,0.0799804108442001,0.8612505553761658,1.0,0.0021084486825888177,-0.2664654942050069,HML,Liver
SERPINC1,-0.3452606727419894,0.3525965113677643,-0.0707774008175927,0.17515282731019607,1.0,0.423373912185357,-0.2744832719243967,HML,Liver
SERPIND1,-0.22832168972155995,0.27459133465859376,-0.09198901078977086,0.5307014656015914,1.0,0.3665803454483646,-0.13633267893178908,HML,Liver
SERPINF1,0.12585926386024895,-0.09888374416692197,-0.00654433714537758,0.9179049531754142,1.0,-0.09233940702154439,0.13240360100562654,LMH,
SERPINF2,-0.26398275018875844,0.351006335936407,-0.14293168448625637,0.11697296831527597,1.0,0.4939380204226634,-0.12105106570250207,HML,Liver
SERPING1,0.2524099986324313,-0.18285597044480173,-0.02998439463516543,0.5453934878620698,1.0,-0.15287157580963628,0.28239439326759674,LMH,Liver
SHBG,0.07984587641948135,-0.07825614598828552,0.012783180696778862,0.9215266026732798,1.0,-0.09103932668506438,0.06706269572270249,LMH,
SHROOM3,0.20191475880913998,-0.24523134733144195,0.07628694344955204,0.4276732097877839,1.0,-0.321518290780994,0.12562781535958795,LMH,
SPG11,-0.02299901820662131,0.0863226417317175,-0.10000693008823235,0.8873651422087273,0.65,0.18632957181994986,0.07700791188161103,HLH,
STXBP5,0.40101252048765534,-0.3051189678248999,-0.031699780997982346,0.061120536882311345,1.0,-0.27341918682691757,0.43271230148563766,LMH,
Serine/threonine-protein,0.15688939465357307,-0.19401124988857643,0.07592410521270901,0.32992252860483595,1.0,-0.2699353551012854,0.08096528944086406,LMH,
TF,-0.09956682929682381,0.11701884953620385,-0.0371416274060313,0.8157324558654133,1.0,0.15416047694223517,-0.06242520189079251,HML,Liver
TFRC,0.01981720880965079,-0.10257128976786492,0.07613176490790195,0.8531247931018908,0.95,-0.17870305467576686,-0.05631455609825116,LHL,
TGFBI,0.11415153443938393,-0.01698330764864772,-0.08524687751005548,0.711150732780749,1.0,0.06826356986140776,0.1993984119494394,HLH,
TIMM44,-0.1506960908114749,0.41215583340761713,-0.32751515169299494,0.07970917207074626,1.0,0.739670985100612,0.17681906088152005,HLH,
TMEM256,-0.25959735377945475,0.43155995219192195,-0.27125445653979796,0.06269413622677461,0.95,0.7028144087317199,0.011657102760343208,HLH,
TTR,-0.34769746908474036,-0.12087440484722733,0.4479515953649168,0.035997882187277536,1.0,-0.5688260002121441,-0.7956490644496572,LHL,
VASN,0.04003408484289981,-0.2252218783657712,0.20930197199641168,0.44102968536741255,1.0,-0.4345238503621829,-0.16926788715351188,LHL,
VTN,0.12448949984398075,-0.08611512658688882,-0.019228498126979146,0.6594963951615257,1.0,-0.06688662845990967,0.1437179979709599,LMH,Liver
VWF,0.8286903096139209,-0.4799359047518255,-0.2297883853743043,0.0004805956328867635,1.0,-0.2501475193775212,1.0584786949882252,LMH,
